"id","lyric","title","description"
111,"I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out,
You came along, made me want to shout
I just want to thank You, Lord, Thank You, Lord.
If I had a thousand lives to live, I'd give them all to my Lord
He's been so good to me, that is the least I could afford
He's made the good times out number the bad,
He's been the best friend I've ever had
I just want to thank You, Lord, Thank You, Lord.
Spoken Verse:
I just want to thank You, Lord, for every time that You've heard me,
when I prayed
And I want to thank You, for always being there
I've been down and out, but You've always been right there beside me
And there have been times, Lord, when You were the only friend,
only friend I had
So, I want to take just a minute to praise You
I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out, You came along, and made me want to shout
I just want to thank You, Lord, Thank You, Lord.
", I Just Want To Thank You Lord ,Religion
111,"I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out,
You came along, made me want to shout
I just want to thank You, Lord, Thank You, Lord.
If I had a thousand lives to live, I'd give them all to my Lord
He's been so good to me, that is the least I could afford
He's made the good times out number the bad,
He's been the best friend I've ever had
I just want to thank You, Lord, Thank You, Lord.
Spoken Verse:
I just want to thank You, Lord, for every time that You've heard me,
when I prayed
And I want to thank You, for always being there
I've been down and out, but You've always been right there beside me
And there have been times, Lord, when You were the only friend,
only friend I had
So, I want to take just a minute to praise You
I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out, You came along, and made me want to shout
I just want to thank You, Lord, Thank You, Lord.
", I Just Want To Thank You Lord ,God
111,"I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out,
You came along, made me want to shout
I just want to thank You, Lord, Thank You, Lord.
If I had a thousand lives to live, I'd give them all to my Lord
He's been so good to me, that is the least I could afford
He's made the good times out number the bad,
He's been the best friend I've ever had
I just want to thank You, Lord, Thank You, Lord.
Spoken Verse:
I just want to thank You, Lord, for every time that You've heard me,
when I prayed
And I want to thank You, for always being there
I've been down and out, but You've always been right there beside me
And there have been times, Lord, when You were the only friend,
only friend I had
So, I want to take just a minute to praise You
I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out, You came along, and made me want to shout
I just want to thank You, Lord, Thank You, Lord.
", I Just Want To Thank You Lord ,Selfishness
111,"I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out,
You came along, made me want to shout
I just want to thank You, Lord, Thank You, Lord.
If I had a thousand lives to live, I'd give them all to my Lord
He's been so good to me, that is the least I could afford
He's made the good times out number the bad,
He's been the best friend I've ever had
I just want to thank You, Lord, Thank You, Lord.
Spoken Verse:
I just want to thank You, Lord, for every time that You've heard me,
when I prayed
And I want to thank You, for always being there
I've been down and out, but You've always been right there beside me
And there have been times, Lord, when You were the only friend,
only friend I had
So, I want to take just a minute to praise You
I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out, You came along, and made me want to shout
I just want to thank You, Lord, Thank You, Lord.
", I Just Want To Thank You Lord ,Depression
111,"I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out,
You came along, made me want to shout
I just want to thank You, Lord, Thank You, Lord.
If I had a thousand lives to live, I'd give them all to my Lord
He's been so good to me, that is the least I could afford
He's made the good times out number the bad,
He's been the best friend I've ever had
I just want to thank You, Lord, Thank You, Lord.
Spoken Verse:
I just want to thank You, Lord, for every time that You've heard me,
when I prayed
And I want to thank You, for always being there
I've been down and out, but You've always been right there beside me
And there have been times, Lord, when You were the only friend,
only friend I had
So, I want to take just a minute to praise You
I just want to thank You, Lord, for every time You heard me pray
I just want to thank You, for always being there
When I was so down and out, You came along, and made me want to shout
I just want to thank You, Lord, Thank You, Lord.
", I Just Want To Thank You Lord ,Servitude
112,"I know I'm probably better off on my own
Than loving a man who didn't know what he had when he had it
And I see the permanent damage you did to me
Never again, I just wish I could forget when it was magic.
I wish it wasn't 4 AM standing in the mirror
Saying to myself, you know you had to do it
I know the bravest thing I ever did was run
Sometimes in the middle of the night I can feel you again
But I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
A Better Man
I know I'm probably better off all alone
Than needing a man who could change his mind at any given minute
And it's always on your terms, I'm hanging on every careless word
Hoping it might turn sweet again like it was in the beginning
But your jealousy, I can hear it now
You're talking down to me like I'll always be around
You push my love away like it's some kind of loaded gun
Boy, you never thought I'd run
Sometimes in the middle of the night I can feel you again
And I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
I just miss you and I just wish you were a better man
A Better Man
I hold onto this pride because these days it's all I have
And I gave you my best and we both know you can't say that
You can't say that
I wish you were a better man
I wonder what we would've become
If you were a better man
We might still be in love
If you were a better man
You would've been the one
If you were a better man
Yeah
Sometimes in the middle of the night I can feel you again
And I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
We might still be in love if you were a better man
A Better Man
", Better Man ,Mindset
112,"I know I'm probably better off on my own
Than loving a man who didn't know what he had when he had it
And I see the permanent damage you did to me
Never again, I just wish I could forget when it was magic.
I wish it wasn't 4 AM standing in the mirror
Saying to myself, you know you had to do it
I know the bravest thing I ever did was run
Sometimes in the middle of the night I can feel you again
But I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
A Better Man
I know I'm probably better off all alone
Than needing a man who could change his mind at any given minute
And it's always on your terms, I'm hanging on every careless word
Hoping it might turn sweet again like it was in the beginning
But your jealousy, I can hear it now
You're talking down to me like I'll always be around
You push my love away like it's some kind of loaded gun
Boy, you never thought I'd run
Sometimes in the middle of the night I can feel you again
And I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
I just miss you and I just wish you were a better man
A Better Man
I hold onto this pride because these days it's all I have
And I gave you my best and we both know you can't say that
You can't say that
I wish you were a better man
I wonder what we would've become
If you were a better man
We might still be in love
If you were a better man
You would've been the one
If you were a better man
Yeah
Sometimes in the middle of the night I can feel you again
And I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
We might still be in love if you were a better man
A Better Man
", Better Man ,Break-up
112,"I know I'm probably better off on my own
Than loving a man who didn't know what he had when he had it
And I see the permanent damage you did to me
Never again, I just wish I could forget when it was magic.
I wish it wasn't 4 AM standing in the mirror
Saying to myself, you know you had to do it
I know the bravest thing I ever did was run
Sometimes in the middle of the night I can feel you again
But I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
A Better Man
I know I'm probably better off all alone
Than needing a man who could change his mind at any given minute
And it's always on your terms, I'm hanging on every careless word
Hoping it might turn sweet again like it was in the beginning
But your jealousy, I can hear it now
You're talking down to me like I'll always be around
You push my love away like it's some kind of loaded gun
Boy, you never thought I'd run
Sometimes in the middle of the night I can feel you again
And I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
I just miss you and I just wish you were a better man
A Better Man
I hold onto this pride because these days it's all I have
And I gave you my best and we both know you can't say that
You can't say that
I wish you were a better man
I wonder what we would've become
If you were a better man
We might still be in love
If you were a better man
You would've been the one
If you were a better man
Yeah
Sometimes in the middle of the night I can feel you again
And I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
We might still be in love if you were a better man
A Better Man
", Better Man ,Love
112,"I know I'm probably better off on my own
Than loving a man who didn't know what he had when he had it
And I see the permanent damage you did to me
Never again, I just wish I could forget when it was magic.
I wish it wasn't 4 AM standing in the mirror
Saying to myself, you know you had to do it
I know the bravest thing I ever did was run
Sometimes in the middle of the night I can feel you again
But I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
A Better Man
I know I'm probably better off all alone
Than needing a man who could change his mind at any given minute
And it's always on your terms, I'm hanging on every careless word
Hoping it might turn sweet again like it was in the beginning
But your jealousy, I can hear it now
You're talking down to me like I'll always be around
You push my love away like it's some kind of loaded gun
Boy, you never thought I'd run
Sometimes in the middle of the night I can feel you again
And I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
I just miss you and I just wish you were a better man
A Better Man
I hold onto this pride because these days it's all I have
And I gave you my best and we both know you can't say that
You can't say that
I wish you were a better man
I wonder what we would've become
If you were a better man
We might still be in love
If you were a better man
You would've been the one
If you were a better man
Yeah
Sometimes in the middle of the night I can feel you again
And I just miss you and I just wish you were a better man
And I know why we had to say goodbye like the back of my hand
And I just miss you and I just wish you were a better man
We might still be in love if you were a better man
A Better Man
", Better Man ,Freedom
113,"Verse 1
Well when I was kid I'd take a trip
every summer,
down to Mississippi.
To visit my granny in her ante bellum world.
I'd run barefooted all day long,
climbing trees free as a song.
One day I happened catch myself a squirrel.
I stuffed him down in an old shoebox,
punched a couple holes in the top and when Sunday came,
I snuck him into church.
I was sittin way back in the very last pew
showin him to my good buddy Hugh,
when that squirrel got loose
and went totally berserk!
Well what happened next is hard to tell.
Some thought it was Heaven others thought it was Hell.
But the fact that something was among us
was plain to see.
As the choir sang I Surrender All
the squirrel ran up Harv Newlan's coveralls
Harv leaped to his feet and said,
Somethin's got a hold on me! YEOW!
Chorus
The day the squirrel went berserk,
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 2
Well, Harv hit the aisles dancin' and screamin'
Some thought he had religion
Others thought he had a demon
And Harv thought he had a weed eater loose in his Fruit-Of-The-Looms
He fell to his knees to plead and beg
And the squirrel ran out of his britches leg,
Unobserved, to the other side of the room
All the way down to the amen pew,
Where sat Sister Bertha better-than-you,
Who'd been watchin' all the commotion with sadistic glee
But you should've seen the look in her eyes
When that squirrel jumped her garters and crossed her thighs
She jumped to her feet and said Lord have mercy on me
As the squirrel made laps inside her dress
She began to cry and then to confess to sins that would make a sailor blush with shame
She told of gossip and church dissension but the thing that got the most attention
Was when she talked about her love life
And then she started naming names!
Chorus
The day the squirrel went berserk.
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 3
Well seven deacons and then the pastor got saved
and 25, 000 dollars got raised.
And 50 volunteered for missions in the Congo on the spot.
and even without an invitation
there were at least 500 rededications.
And we all got re-baptized whether we needed it or not.
Now you've heard the Bible stories I guess
of how He parted the waters for Moses to pass.
All the miracles God has brought to this ol' world.
But the one I'll remember to my dyin day
is how he put that church back on the narrow way
with a half-crazed Mississippi squirrel
The day the squirrel went berserk.
In the First Self-Righteous Church
Of that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Halelujah!
", Mississippi Squirrel Revival ,Family
113,"Verse 1
Well when I was kid I'd take a trip
every summer,
down to Mississippi.
To visit my granny in her ante bellum world.
I'd run barefooted all day long,
climbing trees free as a song.
One day I happened catch myself a squirrel.
I stuffed him down in an old shoebox,
punched a couple holes in the top and when Sunday came,
I snuck him into church.
I was sittin way back in the very last pew
showin him to my good buddy Hugh,
when that squirrel got loose
and went totally berserk!
Well what happened next is hard to tell.
Some thought it was Heaven others thought it was Hell.
But the fact that something was among us
was plain to see.
As the choir sang I Surrender All
the squirrel ran up Harv Newlan's coveralls
Harv leaped to his feet and said,
Somethin's got a hold on me! YEOW!
Chorus
The day the squirrel went berserk,
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 2
Well, Harv hit the aisles dancin' and screamin'
Some thought he had religion
Others thought he had a demon
And Harv thought he had a weed eater loose in his Fruit-Of-The-Looms
He fell to his knees to plead and beg
And the squirrel ran out of his britches leg,
Unobserved, to the other side of the room
All the way down to the amen pew,
Where sat Sister Bertha better-than-you,
Who'd been watchin' all the commotion with sadistic glee
But you should've seen the look in her eyes
When that squirrel jumped her garters and crossed her thighs
She jumped to her feet and said Lord have mercy on me
As the squirrel made laps inside her dress
She began to cry and then to confess to sins that would make a sailor blush with shame
She told of gossip and church dissension but the thing that got the most attention
Was when she talked about her love life
And then she started naming names!
Chorus
The day the squirrel went berserk.
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 3
Well seven deacons and then the pastor got saved
and 25, 000 dollars got raised.
And 50 volunteered for missions in the Congo on the spot.
and even without an invitation
there were at least 500 rededications.
And we all got re-baptized whether we needed it or not.
Now you've heard the Bible stories I guess
of how He parted the waters for Moses to pass.
All the miracles God has brought to this ol' world.
But the one I'll remember to my dyin day
is how he put that church back on the narrow way
with a half-crazed Mississippi squirrel
The day the squirrel went berserk.
In the First Self-Righteous Church
Of that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Halelujah!
", Mississippi Squirrel Revival ,Love
113,"Verse 1
Well when I was kid I'd take a trip
every summer,
down to Mississippi.
To visit my granny in her ante bellum world.
I'd run barefooted all day long,
climbing trees free as a song.
One day I happened catch myself a squirrel.
I stuffed him down in an old shoebox,
punched a couple holes in the top and when Sunday came,
I snuck him into church.
I was sittin way back in the very last pew
showin him to my good buddy Hugh,
when that squirrel got loose
and went totally berserk!
Well what happened next is hard to tell.
Some thought it was Heaven others thought it was Hell.
But the fact that something was among us
was plain to see.
As the choir sang I Surrender All
the squirrel ran up Harv Newlan's coveralls
Harv leaped to his feet and said,
Somethin's got a hold on me! YEOW!
Chorus
The day the squirrel went berserk,
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 2
Well, Harv hit the aisles dancin' and screamin'
Some thought he had religion
Others thought he had a demon
And Harv thought he had a weed eater loose in his Fruit-Of-The-Looms
He fell to his knees to plead and beg
And the squirrel ran out of his britches leg,
Unobserved, to the other side of the room
All the way down to the amen pew,
Where sat Sister Bertha better-than-you,
Who'd been watchin' all the commotion with sadistic glee
But you should've seen the look in her eyes
When that squirrel jumped her garters and crossed her thighs
She jumped to her feet and said Lord have mercy on me
As the squirrel made laps inside her dress
She began to cry and then to confess to sins that would make a sailor blush with shame
She told of gossip and church dissension but the thing that got the most attention
Was when she talked about her love life
And then she started naming names!
Chorus
The day the squirrel went berserk.
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 3
Well seven deacons and then the pastor got saved
and 25, 000 dollars got raised.
And 50 volunteered for missions in the Congo on the spot.
and even without an invitation
there were at least 500 rededications.
And we all got re-baptized whether we needed it or not.
Now you've heard the Bible stories I guess
of how He parted the waters for Moses to pass.
All the miracles God has brought to this ol' world.
But the one I'll remember to my dyin day
is how he put that church back on the narrow way
with a half-crazed Mississippi squirrel
The day the squirrel went berserk.
In the First Self-Righteous Church
Of that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Halelujah!
", Mississippi Squirrel Revival ,God
113,"Verse 1
Well when I was kid I'd take a trip
every summer,
down to Mississippi.
To visit my granny in her ante bellum world.
I'd run barefooted all day long,
climbing trees free as a song.
One day I happened catch myself a squirrel.
I stuffed him down in an old shoebox,
punched a couple holes in the top and when Sunday came,
I snuck him into church.
I was sittin way back in the very last pew
showin him to my good buddy Hugh,
when that squirrel got loose
and went totally berserk!
Well what happened next is hard to tell.
Some thought it was Heaven others thought it was Hell.
But the fact that something was among us
was plain to see.
As the choir sang I Surrender All
the squirrel ran up Harv Newlan's coveralls
Harv leaped to his feet and said,
Somethin's got a hold on me! YEOW!
Chorus
The day the squirrel went berserk,
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 2
Well, Harv hit the aisles dancin' and screamin'
Some thought he had religion
Others thought he had a demon
And Harv thought he had a weed eater loose in his Fruit-Of-The-Looms
He fell to his knees to plead and beg
And the squirrel ran out of his britches leg,
Unobserved, to the other side of the room
All the way down to the amen pew,
Where sat Sister Bertha better-than-you,
Who'd been watchin' all the commotion with sadistic glee
But you should've seen the look in her eyes
When that squirrel jumped her garters and crossed her thighs
She jumped to her feet and said Lord have mercy on me
As the squirrel made laps inside her dress
She began to cry and then to confess to sins that would make a sailor blush with shame
She told of gossip and church dissension but the thing that got the most attention
Was when she talked about her love life
And then she started naming names!
Chorus
The day the squirrel went berserk.
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 3
Well seven deacons and then the pastor got saved
and 25, 000 dollars got raised.
And 50 volunteered for missions in the Congo on the spot.
and even without an invitation
there were at least 500 rededications.
And we all got re-baptized whether we needed it or not.
Now you've heard the Bible stories I guess
of how He parted the waters for Moses to pass.
All the miracles God has brought to this ol' world.
But the one I'll remember to my dyin day
is how he put that church back on the narrow way
with a half-crazed Mississippi squirrel
The day the squirrel went berserk.
In the First Self-Righteous Church
Of that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Halelujah!
", Mississippi Squirrel Revival ,Childhood
113,"Verse 1
Well when I was kid I'd take a trip
every summer,
down to Mississippi.
To visit my granny in her ante bellum world.
I'd run barefooted all day long,
climbing trees free as a song.
One day I happened catch myself a squirrel.
I stuffed him down in an old shoebox,
punched a couple holes in the top and when Sunday came,
I snuck him into church.
I was sittin way back in the very last pew
showin him to my good buddy Hugh,
when that squirrel got loose
and went totally berserk!
Well what happened next is hard to tell.
Some thought it was Heaven others thought it was Hell.
But the fact that something was among us
was plain to see.
As the choir sang I Surrender All
the squirrel ran up Harv Newlan's coveralls
Harv leaped to his feet and said,
Somethin's got a hold on me! YEOW!
Chorus
The day the squirrel went berserk,
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 2
Well, Harv hit the aisles dancin' and screamin'
Some thought he had religion
Others thought he had a demon
And Harv thought he had a weed eater loose in his Fruit-Of-The-Looms
He fell to his knees to plead and beg
And the squirrel ran out of his britches leg,
Unobserved, to the other side of the room
All the way down to the amen pew,
Where sat Sister Bertha better-than-you,
Who'd been watchin' all the commotion with sadistic glee
But you should've seen the look in her eyes
When that squirrel jumped her garters and crossed her thighs
She jumped to her feet and said Lord have mercy on me
As the squirrel made laps inside her dress
She began to cry and then to confess to sins that would make a sailor blush with shame
She told of gossip and church dissension but the thing that got the most attention
Was when she talked about her love life
And then she started naming names!
Chorus
The day the squirrel went berserk.
In the First Self-Righteous Church
in that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Hallelujah!
Verse 3
Well seven deacons and then the pastor got saved
and 25, 000 dollars got raised.
And 50 volunteered for missions in the Congo on the spot.
and even without an invitation
there were at least 500 rededications.
And we all got re-baptized whether we needed it or not.
Now you've heard the Bible stories I guess
of how He parted the waters for Moses to pass.
All the miracles God has brought to this ol' world.
But the one I'll remember to my dyin day
is how he put that church back on the narrow way
with a half-crazed Mississippi squirrel
The day the squirrel went berserk.
In the First Self-Righteous Church
Of that sleepy little town of Pascagoula.
It was a fight for survival,
that broke out in revival.
They were jumpin pews and shouting Halelujah!
", Mississippi Squirrel Revival ,Happiness
114,"I can see you over there
Starring at your drink
Watchin' that ice sink
All alone tonight
And chances are
You're sittin' here in this bar
'Cause he ain't gonna treat you right
Well, it's probably not my place
But I'm gonna say it anyway
'Cause you look like
You haven't felt the fire
Had a little fun
Hadn't had a smile in a little while
Baby
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
I'm not tryna
Be another just
Pick you up
Kinda guy
Tryna drink you up
Tryna take you home
But I just don't understand
How another man
Can take your sun
And turn it ice cold
Well, I've had enough to drink
And it's makin'
Me think that I just might
Tell you if I were a painter I wouldn't change ya
I'd just paint you bright
Baby
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
", Blue Ain't Your Color ,Adventure
114,"I can see you over there
Starring at your drink
Watchin' that ice sink
All alone tonight
And chances are
You're sittin' here in this bar
'Cause he ain't gonna treat you right
Well, it's probably not my place
But I'm gonna say it anyway
'Cause you look like
You haven't felt the fire
Had a little fun
Hadn't had a smile in a little while
Baby
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
I'm not tryna
Be another just
Pick you up
Kinda guy
Tryna drink you up
Tryna take you home
But I just don't understand
How another man
Can take your sun
And turn it ice cold
Well, I've had enough to drink
And it's makin'
Me think that I just might
Tell you if I were a painter I wouldn't change ya
I'd just paint you bright
Baby
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
", Blue Ain't Your Color ,Youthful
114,"I can see you over there
Starring at your drink
Watchin' that ice sink
All alone tonight
And chances are
You're sittin' here in this bar
'Cause he ain't gonna treat you right
Well, it's probably not my place
But I'm gonna say it anyway
'Cause you look like
You haven't felt the fire
Had a little fun
Hadn't had a smile in a little while
Baby
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
I'm not tryna
Be another just
Pick you up
Kinda guy
Tryna drink you up
Tryna take you home
But I just don't understand
How another man
Can take your sun
And turn it ice cold
Well, I've had enough to drink
And it's makin'
Me think that I just might
Tell you if I were a painter I wouldn't change ya
I'd just paint you bright
Baby
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
", Blue Ain't Your Color ,Nightlife
114,"I can see you over there
Starring at your drink
Watchin' that ice sink
All alone tonight
And chances are
You're sittin' here in this bar
'Cause he ain't gonna treat you right
Well, it's probably not my place
But I'm gonna say it anyway
'Cause you look like
You haven't felt the fire
Had a little fun
Hadn't had a smile in a little while
Baby
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
I'm not tryna
Be another just
Pick you up
Kinda guy
Tryna drink you up
Tryna take you home
But I just don't understand
How another man
Can take your sun
And turn it ice cold
Well, I've had enough to drink
And it's makin'
Me think that I just might
Tell you if I were a painter I wouldn't change ya
I'd just paint you bright
Baby
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
Blue looks good on the sky
Looks good on that neon buzzin' on the wall
But darling, it don't match your eyes
I'm tellin' you
You don't need that guy
It's so black and white
He's stealin' your thunder
Baby, blue ain't your color
", Blue Ain't Your Color ,Love
115,"I set out on a narrow way, many years ago
Hoping I would find true love along the broken road
But I got lost a time or two
Wiped my brow and kept pushin' through
I couldn't see how every sign pointed straight to you
Every long lost dream led me to where you are
Others who broke my heart, they were like northern stars
Pointing me on my way into your loving arms
This much I know is true
That God blessed the broken road
That led me straight to you
Yes He did
I think about the years I spent, just passing through
I'd like to have the time I lost, and give it back to you
But you just smile and take my hand
You've been there, you understand
It's all part of a grander plan that is coming true
Every long lost dream led me to where you are
Others who broke my heart, they were like northern stars
Pointing me on my way into your loving arms
This much I know is true
That God blessed the broken road
That led me straight to you
But now I'm just rolling home into my lover's arms
This much I know is true
That God blessed the broken road
That led me straight to you
That God blessed the broken road
That led me straight to you
", Bless The Broken Road ,God
115,"I set out on a narrow way, many years ago
Hoping I would find true love along the broken road
But I got lost a time or two
Wiped my brow and kept pushin' through
I couldn't see how every sign pointed straight to you
Every long lost dream led me to where you are
Others who broke my heart, they were like northern stars
Pointing me on my way into your loving arms
This much I know is true
That God blessed the broken road
That led me straight to you
Yes He did
I think about the years I spent, just passing through
I'd like to have the time I lost, and give it back to you
But you just smile and take my hand
You've been there, you understand
It's all part of a grander plan that is coming true
Every long lost dream led me to where you are
Others who broke my heart, they were like northern stars
Pointing me on my way into your loving arms
This much I know is true
That God blessed the broken road
That led me straight to you
But now I'm just rolling home into my lover's arms
This much I know is true
That God blessed the broken road
That led me straight to you
That God blessed the broken road
That led me straight to you
", Bless The Broken Road ,Regreat
115,"I set out on a narrow way, many years ago
Hoping I would find true love along the broken road
But I got lost a time or two
Wiped my brow and kept pushin' through
I couldn't see how every sign pointed straight to you
Every long lost dream led me to where you are
Others who broke my heart, they were like northern stars
Pointing me on my way into your loving arms
This much I know is true
That God blessed the broken road
That led me straight to you
Yes He did
I think about the years I spent, just passing through
I'd like to have the time I lost, and give it back to you
But you just smile and take my hand
You've been there, you understand
It's all part of a grander plan that is coming true
Every long lost dream led me to where you are
Others who broke my heart, they were like northern stars
Pointing me on my way into your loving arms
This much I know is true
That God blessed the broken road
That led me straight to you
But now I'm just rolling home into my lover's arms
This much I know is true
That God blessed the broken road
That led me straight to you
That God blessed the broken road
That led me straight to you
", Bless The Broken Road ,Love
116,"Chorus:
All my ex's live in Texas
And Texas is the place I'd really love to be
But all my ex's live in Texas
And that's why I hang my hat in Tennessee.
Rosanna's down in Texarkana
Wanted me to push her broom
Sweet Eileen's in Abilene
She forgot I hung the moon
And Allison's in Galveston
Somehow lost her sanity
And Dimple's who now lives in Temple's
Got the law looking for me.
Chorus:
All my ex's live in Texas
And Texas is the place I'd really love to be
But all my ex's live in Texas
And that's why I hang my hat in Tennessee.
--- Instrumental ---
I remember that old Frio River
Where I learned to swim
But it brings to mind another time
Where I wore my welcome thin
By transcendental meditation
I go there each night
But I always come back to myself
Long before daylight.
All my ex's live in Texas
And Texas is the place I'd really love to be
But all my ex's live in Texas
Therefore I reside in Tennessee.
Some folks think I'm hidin'
It's been rumored that I died
But I'm alive and well in Tennessee...
", All My Ex's Live In Texas ,Break-up
116,"Chorus:
All my ex's live in Texas
And Texas is the place I'd really love to be
But all my ex's live in Texas
And that's why I hang my hat in Tennessee.
Rosanna's down in Texarkana
Wanted me to push her broom
Sweet Eileen's in Abilene
She forgot I hung the moon
And Allison's in Galveston
Somehow lost her sanity
And Dimple's who now lives in Temple's
Got the law looking for me.
Chorus:
All my ex's live in Texas
And Texas is the place I'd really love to be
But all my ex's live in Texas
And that's why I hang my hat in Tennessee.
--- Instrumental ---
I remember that old Frio River
Where I learned to swim
But it brings to mind another time
Where I wore my welcome thin
By transcendental meditation
I go there each night
But I always come back to myself
Long before daylight.
All my ex's live in Texas
And Texas is the place I'd really love to be
But all my ex's live in Texas
Therefore I reside in Tennessee.
Some folks think I'm hidin'
It's been rumored that I died
But I'm alive and well in Tennessee...
", All My Ex's Live In Texas ,Sadness
